GrandPrix,Driver,LapNumber,Compound,TyreLife,TrackTemp,LapTime_Seconds
Bahrain,GAS,18.0,HARD,6.0,23.652866242038222,97.791
Bahrain,GAS,19.0,HARD,7.0,23.652866242038222,97.702
Bahrain,GAS,20.0,HARD,8.0,23.652866242038222,98.036
Bahrain,GAS,21.0,HARD,9.0,23.652866242038222,98.094
Bahrain,GAS,22.0,HARD,10.0,23.652866242038222,97.868
Bahrain,GAS,23.0,HARD,11.0,23.652866242038222,98.104
Bahrain,GAS,24.0,HARD,12.0,23.652866242038222,98.192
Bahrain,GAS,25.0,HARD,13.0,23.652866242038222,98.16
Bahrain,GAS,26.0,HARD,14.0,23.652866242038222,98.379
Bahrain,GAS,27.0,HARD,15.0,23.652866242038222,98.4
Bahrain,GAS,28.0,HARD,16.0,23.652866242038222,98.615
Bahrain,GAS,29.0,HARD,17.0,23.652866242038222,98.55
Bahrain,GAS,30.0,HARD,18.0,23.652866242038222,98.832
Bahrain,GAS,31.0,HARD,19.0,23.652866242038222,100.432
Bahrain,GAS,33.0,HARD,2.0,23.652866242038222,96.112
Bahrain,GAS,34.0,HARD,3.0,23.652866242038222,96.622
Bahrain,GAS,35.0,HARD,4.0,23.652866242038222,96.313
Bahrain,GAS,36.0,HARD,5.0,23.652866242038222,96.45
Bahrain,GAS,37.0,HARD,6.0,23.652866242038222,96.629
Bahrain,GAS,38.0,HARD,7.0,23.652866242038222,96.802
Bahrain,GAS,39.0,HARD,8.0,23.652866242038222,96.537
Bahrain,GAS,40.0,HARD,9.0,23.652866242038222,96.742
Bahrain,GAS,41.0,HARD,10.0,23.652866242038222,96.571
Bahrain,GAS,42.0,HARD,11.0,23.652866242038222,96.631
Bahrain,GAS,43.0,HARD,12.0,23.652866242038222,99.291
Bahrain,GAS,45.0,SOFT,2.0,23.652866242038222,94.805
Bahrain,GAS,46.0,SOFT,3.0,23.652866242038222,95.293
Bahrain,GAS,47.0,SOFT,4.0,23.652866242038222,95.341
Bahrain,GAS,48.0,SOFT,5.0,23.652866242038222,95.411
Bahrain,GAS,49.0,SOFT,6.0,23.652866242038222,95.511
Bahrain,GAS,50.0,SOFT,7.0,23.652866242038222,95.228
Bahrain,GAS,51.0,SOFT,8.0,23.652866242038222,95.334
Bahrain,GAS,52.0,SOFT,9.0,23.652866242038222,95.511
Bahrain,GAS,53.0,SOFT,10.0,23.652866242038222,95.389
Bahrain,GAS,54.0,SOFT,11.0,23.652866242038222,95.853
Bahrain,GAS,55.0,SOFT,12.0,23.652866242038222,95.908
Bahrain,GAS,56.0,SOFT,13.0,23.652866242038222,96.086
Bahrain,BOT,2.0,SOFT,2.0,23.652866242038222,98.259
Bahrain,BOT,3.0,SOFT,3.0,23.652866242038222,98.837
Bahrain,BOT,4.0,SOFT,4.0,23.652866242038222,98.643
Bahrain,BOT,5.0,SOFT,5.0,23.652866242038222,100.087
Bahrain,BOT,6.0,SOFT,6.0,23.652866242038222,99.206
Bahrain,BOT,7.0,SOFT,7.0,23.652866242038222,98.654
Bahrain,BOT,8.0,SOFT,8.0,23.652866242038222,98.968
Bahrain,BOT,9.0,SOFT,9.0,23.652866242038222,99.425
Bahrain,BOT,10.0,SOFT,10.0,23.652866242038222,99.112
Bahrain,BOT,11.0,SOFT,11.0,23.652866242038222,99.187
Bahrain,BOT,14.0,HARD,2.0,23.652866242038222,96.454
Bahrain,BOT,15.0,HARD,3.0,23.652866242038222,97.287
Bahrain,BOT,16.0,HARD,4.0,23.652866242038222,97.718
Bahrain,BOT,17.0,HARD,5.0,23.652866242038222,97.765
Bahrain,BOT,18.0,HARD,6.0,23.652866242038222,97.918
Bahrain,BOT,19.0,HARD,7.0,23.652866242038222,97.662
Bahrain,BOT,20.0,HARD,8.0,23.652866242038222,98.285
Bahrain,BOT,21.0,HARD,9.0,23.652866242038222,97.73
Bahrain,BOT,22.0,HARD,10.0,23.652866242038222,97.998
Bahrain,BOT,23.0,HARD,11.0,23.652866242038222,98.18
Bahrain,BOT,24.0,HARD,12.0,23.652866242038222,98.146
Bahrain,BOT,25.0,HARD,13.0,23.652866242038222,98.262
Bahrain,BOT,26.0,HARD,14.0,23.652866242038222,98.308
Bahrain,BOT,27.0,HARD,15.0,23.652866242038222,98.426
Bahrain,BOT,28.0,HARD,16.0,23.652866242038222,98.595
Bahrain,BOT,29.0,HARD,17.0,23.652866242038222,98.654
Bahrain,BOT,30.0,HARD,18.0,23.652866242038222,101.252
Bahrain,BOT,32.0,HARD,2.0,23.652866242038222,96.763
Bahrain,BOT,33.0,HARD,3.0,23.652866242038222,96.202
Bahrain,BOT,34.0,HARD,4.0,23.652866242038222,98.009
Bahrain,BOT,35.0,HARD,5.0,23.652866242038222,96.578
Bahrain,BOT,36.0,HARD,6.0,23.652866242038222,96.792
Bahrain,BOT,37.0,HARD,7.0,23.652866242038222,98.008
Bahrain,BOT,38.0,HARD,8.0,23.652866242038222,97.774
Bahrain,BOT,39.0,HARD,9.0,23.652866242038222,97.189
Bahrain,BOT,40.0,HARD,10.0,23.652866242038222,97.393
Bahrain,BOT,41.0,HARD,11.0,23.652866242038222,96.437
Bahrain,BOT,42.0,HARD,12.0,23.652866242038222,96.374
Bahrain,BOT,43.0,HARD,13.0,23.652866242038222,96.569
Bahrain,BOT,44.0,HARD,14.0,23.652866242038222,96.63
Bahrain,BOT,45.0,HARD,15.0,23.652866242038222,96.663
Bahrain,BOT,46.0,HARD,16.0,23.652866242038222,96.297
Bahrain,BOT,47.0,HARD,17.0,23.652866242038222,96.604
Bahrain,BOT,48.0,HARD,18.0,23.652866242038222,96.765
Bahrain,BOT,49.0,HARD,19.0,23.652866242038222,96.91
Bahrain,BOT,50.0,HARD,20.0,23.652866242038222,96.91
Bahrain,BOT,51.0,HARD,21.0,23.652866242038222,96.819
Bahrain,BOT,52.0,HARD,22.0,23.652866242038222,96.949
Bahrain,BOT,53.0,HARD,23.0,23.652866242038222,99.035
Bahrain,BOT,54.0,HARD,24.0,23.652866242038222,97.095
Bahrain,BOT,55.0,HARD,25.0,23.652866242038222,97.205
Bahrain,BOT,56.0,HARD,26.0,23.652866242038222,97.956
Bahrain,SAR,2.0,SOFT,2.0,23.652866242038222,98.481
Bahrain,SAR,3.0,SOFT,3.0,23.652866242038222,98.707
Bahrain,SAR,4.0,SOFT,4.0,23.652866242038222,98.39
Bahrain,SAR,5.0,SOFT,5.0,23.652866242038222,98.757
Bahrain,SAR,6.0,SOFT,6.0,23.652866242038222,98.582
Bahrain,SAR,7.0,SOFT,7.0,23.652866242038222,99.464
Bahrain,SAR,8.0,SOFT,8.0,23.652866242038222,99.58
Bahrain,SAR,9.0,SOFT,9.0,23.652866242038222,99.366
Bahrain,SAR,12.0,HARD,2.0,23.652866242038222,98.493
Bahrain,SAR,13.0,HARD,3.0,23.652866242038222,100.989
Bahrain,SAR,14.0,HARD,4.0,23.652866242038222,101.47
Bahrain,SAR,15.0,HARD,5.0,23.652866242038222,97.594
Bahrain,SAR,16.0,HARD,6.0,23.652866242038222,101.37
Bahrain,SAR,17.0,HARD,7.0,23.652866242038222,99.758
Bahrain,SAR,18.0,HARD,8.0,23.652866242038222,98.077
Bahrain,SAR,19.0,HARD,9.0,23.652866242038222,97.742
Bahrain,SAR,20.0,HARD,10.0,23.652866242038222,97.82
Bahrain,SAR,21.0,HARD,11.0,23.652866242038222,98.009
Bahrain,SAR,22.0,HARD,12.0,23.652866242038222,97.728
Bahrain,SAR,23.0,HARD,13.0,23.652866242038222,97.621
Bahrain,SAR,24.0,HARD,14.0,23.652866242038222,99.437
Bahrain,SAR,25.0,HARD,15.0,23.652866242038222,99.093
Bahrain,SAR,26.0,HARD,16.0,23.652866242038222,97.859
Bahrain,SAR,27.0,HARD,17.0,23.652866242038222,98.288
Bahrain,SAR,28.0,HARD,18.0,23.652866242038222,100.535
Bahrain,SAR,30.0,HARD,2.0,23.652866242038222,95.715
Bahrain,SAR,31.0,HARD,3.0,23.652866242038222,96.713
Bahrain,SAR,32.0,HARD,4.0,23.652866242038222,96.563
Bahrain,SAR,33.0,HARD,5.0,23.652866242038222,97.433
Bahrain,SAR,34.0,HARD,6.0,23.652866242038222,96.475
Bahrain,SAR,35.0,HARD,7.0,23.652866242038222,96.859
Bahrain,SAR,36.0,HARD,8.0,23.652866242038222,96.462
Bahrain,SAR,37.0,HARD,9.0,23.652866242038222,96.785
Bahrain,SAR,38.0,HARD,10.0,23.652866242038222,96.732
Bahrain,SAR,39.0,HARD,11.0,23.652866242038222,97.016
Bahrain,SAR,40.0,HARD,12.0,23.652866242038222,99.817
Bahrain,SAR,42.0,SOFT,2.0,23.652866242038222,94.735
Bahrain,SAR,43.0,SOFT,3.0,23.652866242038222,95.001
Bahrain,SAR,44.0,SOFT,4.0,23.652866242038222,95.13
Bahrain,SAR,45.0,SOFT,5.0,23.652866242038222,95.333
Bahrain,SAR,46.0,SOFT,6.0,23.652866242038222,95.939
Bahrain,SAR,47.0,SOFT,7.0,23.652866242038222,96.729
Bahrain,SAR,48.0,SOFT,8.0,23.652866242038222,95.688
Bahrain,SAR,49.0,SOFT,9.0,23.652866242038222,95.59
Bahrain,SAR,50.0,SOFT,10.0,23.652866242038222,95.66
Bahrain,SAR,51.0,SOFT,11.0,23.652866242038222,95.972
Bahrain,SAR,52.0,SOFT,12.0,23.652866242038222,95.987
Bahrain,SAR,53.0,SOFT,13.0,23.652866242038222,96.088
Bahrain,SAR,54.0,SOFT,14.0,23.652866242038222,99.614
Bahrain,SAR,55.0,SOFT,15.0,23.652866242038222,96.209
Austria,RUS,1.0,MEDIUM,1.0,46.420979020979026,74.401
Austria,RUS,2.0,MEDIUM,2.0,46.420979020979026,70.58
Austria,RUS,3.0,MEDIUM,3.0,46.420979020979026,70.441
Austria,RUS,4.0,MEDIUM,4.0,46.420979020979026,70.467
Austria,RUS,5.0,MEDIUM,5.0,46.420979020979026,70.193
Austria,RUS,6.0,MEDIUM,6.0,46.420979020979026,71.033
Austria,RUS,7.0,MEDIUM,7.0,46.420979020979026,70.682
Austria,RUS,8.0,MEDIUM,8.0,46.420979020979026,70.655
Austria,RUS,9.0,MEDIUM,9.0,46.420979020979026,70.628
Austria,RUS,10.0,MEDIUM,10.0,46.420979020979026,71.263
Austria,RUS,11.0,MEDIUM,11.0,46.420979020979026,71.281
Austria,RUS,12.0,MEDIUM,12.0,46.420979020979026,71.135
Austria,RUS,13.0,MEDIUM,13.0,46.420979020979026,71.321
Austria,RUS,14.0,MEDIUM,14.0,46.420979020979026,71.44
Austria,RUS,15.0,MEDIUM,15.0,46.420979020979026,71.471
Austria,RUS,16.0,MEDIUM,16.0,46.420979020979026,71.382
Austria,RUS,17.0,MEDIUM,17.0,46.420979020979026,71.459
Austria,RUS,18.0,MEDIUM,18.0,46.420979020979026,71.297
Austria,RUS,19.0,MEDIUM,19.0,46.420979020979026,71.569
Austria,RUS,20.0,MEDIUM,20.0,46.420979020979026,71.531
Austria,RUS,21.0,MEDIUM,21.0,46.420979020979026,71.641
Austria,RUS,22.0,MEDIUM,22.0,46.420979020979026,75.077
Austria,RUS,24.0,MEDIUM,2.0,46.420979020979026,69.563
Austria,RUS,25.0,MEDIUM,3.0,46.420979020979026,69.792
Austria,RUS,26.0,MEDIUM,4.0,46.420979020979026,70.037
Austria,RUS,27.0,MEDIUM,5.0,46.420979020979026,69.864
Austria,RUS,28.0,MEDIUM,6.0,46.420979020979026,70.085
Austria,RUS,29.0,MEDIUM,7.0,46.420979020979026,70.157
Austria,RUS,30.0,MEDIUM,8.0,46.420979020979026,70.18
Austria,RUS,31.0,MEDIUM,9.0,46.420979020979026,69.936
Austria,RUS,32.0,MEDIUM,10.0,46.420979020979026,70.219
Austria,RUS,33.0,MEDIUM,11.0,46.420979020979026,70.093
Austria,RUS,34.0,MEDIUM,12.0,46.420979020979026,70.26
Austria,RUS,35.0,MEDIUM,13.0,46.420979020979026,70.524
Austria,RUS,36.0,MEDIUM,14.0,46.420979020979026,70.598
Austria,RUS,37.0,MEDIUM,15.0,46.420979020979026,70.506
Austria,RUS,38.0,MEDIUM,16.0,46.420979020979026,70.64
Austria,RUS,39.0,MEDIUM,17.0,46.420979020979026,70.724
Austria,RUS,40.0,MEDIUM,18.0,46.420979020979026,70.761
Austria,RUS,41.0,MEDIUM,19.0,46.420979020979026,71.167
Austria,RUS,42.0,MEDIUM,20.0,46.420979020979026,70.797
Austria,RUS,43.0,MEDIUM,21.0,46.420979020979026,70.784
Austria,RUS,44.0,MEDIUM,22.0,46.420979020979026,71.385
Austria,RUS,45.0,MEDIUM,23.0,46.420979020979026,71.402
Austria,RUS,46.0,MEDIUM,24.0,46.420979020979026,75.687
Austria,RUS,48.0,HARD,2.0,46.420979020979026,69.164
Austria,RUS,49.0,HARD,3.0,46.420979020979026,69.288
Austria,RUS,50.0,HARD,4.0,46.420979020979026,69.342
Austria,RUS,51.0,HARD,5.0,46.420979020979026,69.759
Austria,RUS,52.0,HARD,6.0,46.420979020979026,69.881
Austria,RUS,53.0,HARD,7.0,46.420979020979026,69.872
Austria,RUS,54.0,HARD,8.0,46.420979020979026,70.372
Austria,RUS,55.0,HARD,9.0,46.420979020979026,69.895
Austria,RUS,56.0,HARD,10.0,46.420979020979026,69.711
Austria,RUS,57.0,HARD,11.0,46.420979020979026,70.064
Austria,RUS,58.0,HARD,12.0,46.420979020979026,70.002
Austria,RUS,59.0,HARD,13.0,46.420979020979026,69.961
Austria,RUS,60.0,HARD,14.0,46.420979020979026,70.065
Austria,RUS,61.0,HARD,15.0,46.420979020979026,69.611
Austria,RUS,62.0,HARD,16.0,46.420979020979026,70.05
Austria,RUS,63.0,HARD,17.0,46.420979020979026,70.042
Austria,RUS,64.0,HARD,18.0,46.420979020979026,70.924
Austria,RUS,65.0,HARD,19.0,46.420979020979026,70.278
Austria,RUS,67.0,HARD,21.0,46.420979020979026,69.352
Austria,RUS,68.0,HARD,22.0,46.420979020979026,69.645
Austria,RUS,69.0,HARD,23.0,46.420979020979026,69.747
Austria,RUS,70.0,HARD,24.0,46.420979020979026,69.627
Austria,RUS,71.0,HARD,25.0,46.420979020979026,70.193
Austria,PIA,2.0,MEDIUM,2.0,46.420979020979026,70.541
Austria,PIA,3.0,MEDIUM,3.0,46.420979020979026,70.743
Austria,PIA,4.0,MEDIUM,4.0,46.420979020979026,70.81
Austria,PIA,5.0,MEDIUM,5.0,46.420979020979026,70.607
Austria,PIA,6.0,MEDIUM,6.0,46.420979020979026,71.246
Austria,PIA,7.0,MEDIUM,7.0,46.420979020979026,71.094
Austria,PIA,8.0,MEDIUM,8.0,46.420979020979026,71.351
Austria,PIA,9.0,MEDIUM,9.0,46.420979020979026,71.024
Austria,PIA,10.0,MEDIUM,10.0,46.420979020979026,71.369
Austria,PIA,11.0,MEDIUM,11.0,46.420979020979026,71.394
Austria,PIA,12.0,MEDIUM,12.0,46.420979020979026,71.153
Austria,PIA,13.0,MEDIUM,13.0,46.420979020979026,71.3
Austria,PIA,14.0,MEDIUM,14.0,46.420979020979026,71.424
Austria,PIA,15.0,MEDIUM,15.0,46.420979020979026,71.665
Austria,PIA,16.0,MEDIUM,16.0,46.420979020979026,71.484
Austria,PIA,17.0,MEDIUM,17.0,46.420979020979026,71.535
Austria,PIA,18.0,MEDIUM,18.0,46.420979020979026,71.577
Austria,PIA,19.0,MEDIUM,19.0,46.420979020979026,71.753
Austria,PIA,20.0,MEDIUM,20.0,46.420979020979026,71.741
Austria,PIA,21.0,MEDIUM,21.0,46.420979020979026,71.86
Austria,PIA,22.0,MEDIUM,22.0,46.420979020979026,71.366
Austria,PIA,23.0,MEDIUM,23.0,46.420979020979026,71.224
Austria,PIA,24.0,MEDIUM,24.0,46.420979020979026,71.335
Austria,PIA,25.0,MEDIUM,25.0,46.420979020979026,74.343
Austria,PIA,27.0,HARD,2.0,46.420979020979026,70.295
Austria,PIA,28.0,HARD,3.0,46.420979020979026,70.276
Austria,PIA,29.0,HARD,4.0,46.420979020979026,69.985
Austria,PIA,30.0,HARD,5.0,46.420979020979026,70.423
Austria,PIA,31.0,HARD,6.0,46.420979020979026,69.994
Austria,PIA,32.0,HARD,7.0,46.420979020979026,69.767
Austria,PIA,33.0,HARD,8.0,46.420979020979026,69.516
Austria,PIA,34.0,HARD,9.0,46.420979020979026,69.779
Austria,PIA,35.0,HARD,10.0,46.420979020979026,70.238
Austria,PIA,36.0,HARD,11.0,46.420979020979026,70.298
Austria,PIA,37.0,HARD,12.0,46.420979020979026,70.176
Austria,PIA,38.0,HARD,13.0,46.420979020979026,70.401
Austria,PIA,39.0,HARD,14.0,46.420979020979026,70.57
Austria,PIA,40.0,HARD,15.0,46.420979020979026,70.649
Austria,PIA,41.0,HARD,16.0,46.420979020979026,70.729
Austria,PIA,42.0,HARD,17.0,46.420979020979026,71.252
Austria,PIA,43.0,HARD,18.0,46.420979020979026,70.772
Austria,PIA,44.0,HARD,19.0,46.420979020979026,71.217
Austria,PIA,45.0,HARD,20.0,46.420979020979026,70.617
Austria,PIA,46.0,HARD,21.0,46.420979020979026,70.562
Austria,PIA,47.0,HARD,22.0,46.420979020979026,71.024
Austria,PIA,48.0,HARD,23.0,46.420979020979026,70.578
Austria,PIA,49.0,HARD,24.0,46.420979020979026,70.661
Austria,PIA,50.0,HARD,25.0,46.420979020979026,70.517
Austria,PIA,51.0,HARD,26.0,46.420979020979026,73.906
Austria,PIA,53.0,MEDIUM,2.0,46.420979020979026,69.088
Austria,PIA,54.0,MEDIUM,3.0,46.420979020979026,69.014
Austria,PIA,55.0,MEDIUM,4.0,46.420979020979026,68.837
Austria,PIA,56.0,MEDIUM,5.0,46.420979020979026,68.697
Austria,PIA,57.0,MEDIUM,6.0,46.420979020979026,69.048
Austria,PIA,58.0,MEDIUM,7.0,46.420979020979026,69.441
Austria,PIA,59.0,MEDIUM,8.0,46.420979020979026,69.627
Austria,PIA,60.0,MEDIUM,9.0,46.420979020979026,69.616
Austria,PIA,61.0,MEDIUM,10.0,46.420979020979026,69.487
Austria,PIA,62.0,MEDIUM,11.0,46.420979020979026,69.634
Austria,PIA,63.0,MEDIUM,12.0,46.420979020979026,69.986
Austria,PIA,64.0,MEDIUM,13.0,46.420979020979026,69.948
Austria,PIA,65.0,MEDIUM,14.0,46.420979020979026,70.14
Austria,PIA,67.0,MEDIUM,16.0,46.420979020979026,69.532
Austria,PIA,68.0,MEDIUM,17.0,46.420979020979026,69.241
Austria,PIA,69.0,MEDIUM,18.0,46.420979020979026,69.159
Austria,PIA,70.0,MEDIUM,19.0,46.420979020979026,69.989
Austria,PIA,71.0,MEDIUM,20.0,46.420979020979026,69.668
Austria,SAI,1.0,MEDIUM,1.0,46.420979020979026,75.456
Austria,SAI,2.0,MEDIUM,2.0,46.420979020979026,70.719
Austria,SAI,3.0,MEDIUM,3.0,46.420979020979026,70.828
Austria,SAI,4.0,MEDIUM,4.0,46.420979020979026,70.544
Austria,SAI,5.0,MEDIUM,5.0,46.420979020979026,70.401
Austria,SAI,6.0,MEDIUM,6.0,46.420979020979026,70.68
Austria,SAI,7.0,MEDIUM,7.0,46.420979020979026,71.222
Austria,SAI,8.0,MEDIUM,8.0,46.420979020979026,71.137
Austria,SAI,9.0,MEDIUM,9.0,46.420979020979026,70.723
Austria,SAI,10.0,MEDIUM,10.0,46.420979020979026,70.944
Austria,SAI,11.0,MEDIUM,11.0,46.420979020979026,70.839
Austria,SAI,12.0,MEDIUM,12.0,46.420979020979026,71.015
Austria,SAI,13.0,MEDIUM,13.0,46.420979020979026,71.309
Austria,SAI,14.0,MEDIUM,14.0,46.420979020979026,71.357
Austria,SAI,15.0,MEDIUM,15.0,46.420979020979026,71.572
Austria,SAI,16.0,MEDIUM,16.0,46.420979020979026,71.462
Austria,SAI,17.0,MEDIUM,17.0,46.420979020979026,71.706
Austria,SAI,18.0,MEDIUM,18.0,46.420979020979026,71.491
Austria,SAI,19.0,MEDIUM,19.0,46.420979020979026,71.839
Austria,SAI,20.0,MEDIUM,20.0,46.420979020979026,71.712
Austria,SAI,21.0,MEDIUM,21.0,46.420979020979026,71.807
Austria,SAI,22.0,MEDIUM,22.0,46.420979020979026,74.879
Austria,SAI,24.0,HARD,2.0,46.420979020979026,70.011
Austria,SAI,25.0,HARD,3.0,46.420979020979026,69.889
Austria,SAI,26.0,HARD,4.0,46.420979020979026,70.134
Austria,SAI,27.0,HARD,5.0,46.420979020979026,70.239
Austria,SAI,28.0,HARD,6.0,46.420979020979026,70.059
Austria,SAI,29.0,HARD,7.0,46.420979020979026,70.218
Austria,SAI,30.0,HARD,8.0,46.420979020979026,70.327
Austria,SAI,31.0,HARD,9.0,46.420979020979026,70.108
Austria,SAI,32.0,HARD,10.0,46.420979020979026,70.244
Austria,SAI,33.0,HARD,11.0,46.420979020979026,70.141
Austria,SAI,34.0,HARD,12.0,46.420979020979026,70.162
Austria,SAI,35.0,HARD,13.0,46.420979020979026,70.509
Austria,SAI,36.0,HARD,14.0,46.420979020979026,70.473
Austria,SAI,37.0,HARD,15.0,46.420979020979026,70.476
Austria,SAI,38.0,HARD,16.0,46.420979020979026,71.04
Austria,SAI,39.0,HARD,17.0,46.420979020979026,70.842
Austria,SAI,40.0,HARD,18.0,46.420979020979026,70.748
Austria,SAI,41.0,HARD,19.0,46.420979020979026,70.729
Austria,SAI,42.0,HARD,20.0,46.420979020979026,70.906
Austria,SAI,43.0,HARD,21.0,46.420979020979026,70.813
Austria,SAI,44.0,HARD,22.0,46.420979020979026,71.214
Austria,SAI,45.0,HARD,23.0,46.420979020979026,71.081
Austria,SAI,46.0,HARD,24.0,46.420979020979026,71.088
Austria,SAI,47.0,HARD,25.0,46.420979020979026,74.811
Austria,SAI,49.0,MEDIUM,2.0,46.420979020979026,69.555
Austria,SAI,50.0,MEDIUM,3.0,46.420979020979026,69.357
Austria,SAI,51.0,MEDIUM,4.0,46.420979020979026,69.412
Austria,SAI,52.0,MEDIUM,5.0,46.420979020979026,70.099
Austria,SAI,53.0,MEDIUM,6.0,46.420979020979026,69.981
Austria,SAI,54.0,MEDIUM,7.0,46.420979020979026,69.546
Austria,SAI,55.0,MEDIUM,8.0,46.420979020979026,69.464
Austria,SAI,56.0,MEDIUM,9.0,46.420979020979026,69.282
Austria,SAI,57.0,MEDIUM,10.0,46.420979020979026,69.713
Austria,SAI,58.0,MEDIUM,11.0,46.420979020979026,69.921
Austria,SAI,59.0,MEDIUM,12.0,46.420979020979026,70.192
Austria,SAI,60.0,MEDIUM,13.0,46.420979020979026,69.734
Austria,SAI,61.0,MEDIUM,14.0,46.420979020979026,69.92
Austria,SAI,62.0,MEDIUM,15.0,46.420979020979026,69.957
Austria,SAI,63.0,MEDIUM,16.0,46.420979020979026,70.047
Austria,SAI,64.0,MEDIUM,17.0,46.420979020979026,70.02
Austria,SAI,65.0,MEDIUM,18.0,46.420979020979026,71.631
Austria,SAI,67.0,MEDIUM,20.0,46.420979020979026,69.66
Austria,SAI,68.0,MEDIUM,21.0,46.420979020979026,70.381
Austria,SAI,69.0,MEDIUM,22.0,46.420979020979026,69.742
Austria,SAI,70.0,MEDIUM,23.0,46.420979020979026,69.701
Austria,SAI,71.0,MEDIUM,24.0,46.420979020979026,69.607
Austria,HAM,1.0,MEDIUM,1.0,46.420979020979026,74.84
Austria,HAM,2.0,MEDIUM,2.0,46.420979020979026,70.53
Austria,HAM,3.0,MEDIUM,3.0,46.420979020979026,70.723
Austria,HAM,4.0,MEDIUM,4.0,46.420979020979026,70.621
Austria,HAM,5.0,MEDIUM,5.0,46.420979020979026,70.476
Austria,HAM,6.0,MEDIUM,6.0,46.420979020979026,72.037
Austria,HAM,7.0,MEDIUM,7.0,46.420979020979026,71.198
Austria,HAM,8.0,MEDIUM,8.0,46.420979020979026,71.21
Austria,HAM,9.0,MEDIUM,9.0,46.420979020979026,70.981
Austria,HAM,10.0,MEDIUM,10.0,46.420979020979026,70.997
Austria,HAM,11.0,MEDIUM,11.0,46.420979020979026,71.217
Austria,HAM,12.0,MEDIUM,12.0,46.420979020979026,71.237
Austria,HAM,13.0,MEDIUM,13.0,46.420979020979026,71.354
Austria,HAM,14.0,MEDIUM,14.0,46.420979020979026,71.499
Austria,HAM,15.0,MEDIUM,15.0,46.420979020979026,71.664
Austria,HAM,16.0,MEDIUM,16.0,46.420979020979026,71.515
Austria,HAM,17.0,MEDIUM,17.0,46.420979020979026,71.614
Austria,HAM,18.0,MEDIUM,18.0,46.420979020979026,71.517
Austria,HAM,19.0,MEDIUM,19.0,46.420979020979026,72.152
Austria,HAM,20.0,MEDIUM,20.0,46.420979020979026,71.868
Austria,HAM,21.0,MEDIUM,21.0,46.420979020979026,75.73
Austria,HAM,23.0,HARD,2.0,46.420979020979026,70.131
Austria,HAM,24.0,HARD,3.0,46.420979020979026,70.296
Austria,HAM,25.0,HARD,4.0,46.420979020979026,70.257
Austria,HAM,26.0,HARD,5.0,46.420979020979026,70.374
Austria,HAM,27.0,HARD,6.0,46.420979020979026,70.254
Austria,HAM,28.0,HARD,7.0,46.420979020979026,70.148
Austria,HAM,29.0,HARD,8.0,46.420979020979026,70.171
Austria,HAM,30.0,HARD,9.0,46.420979020979026,70.367
Austria,HAM,31.0,HARD,10.0,46.420979020979026,70.388
Austria,HAM,32.0,HARD,11.0,46.420979020979026,70.566
Austria,HAM,33.0,HARD,12.0,46.420979020979026,70.211
Austria,HAM,34.0,HARD,13.0,46.420979020979026,70.128
Austria,HAM,35.0,HARD,14.0,46.420979020979026,70.566
Austria,HAM,36.0,HARD,15.0,46.420979020979026,70.671
Austria,HAM,37.0,HARD,16.0,46.420979020979026,70.479
Austria,HAM,38.0,HARD,17.0,46.420979020979026,70.677
Austria,HAM,39.0,HARD,18.0,46.420979020979026,70.638
Austria,HAM,40.0,HARD,19.0,46.420979020979026,70.621
Austria,HAM,41.0,HARD,20.0,46.420979020979026,70.997
Austria,HAM,42.0,HARD,21.0,46.420979020979026,70.946
Austria,HAM,43.0,HARD,22.0,46.420979020979026,70.802
Austria,HAM,44.0,HARD,23.0,46.420979020979026,71.331
Austria,HAM,45.0,HARD,24.0,46.420979020979026,70.877
Austria,HAM,46.0,HARD,25.0,46.420979020979026,70.86
Austria,HAM,47.0,HARD,26.0,46.420979020979026,71.283
Austria,HAM,48.0,HARD,27.0,46.420979020979026,71.942
Austria,HAM,49.0,HARD,28.0,46.420979020979026,70.919
Austria,HAM,50.0,HARD,29.0,46.420979020979026,70.941
Austria,HAM,51.0,HARD,30.0,46.420979020979026,71.228
Austria,HAM,52.0,HARD,31.0,46.420979020979026,71.331
Austria,HAM,53.0,HARD,32.0,46.420979020979026,75.339
Austria,HAM,55.0,MEDIUM,2.0,46.420979020979026,69.963
Austria,HAM,56.0,MEDIUM,3.0,46.420979020979026,70.092
Austria,HAM,57.0,MEDIUM,4.0,46.420979020979026,70.044
Austria,HAM,58.0,MEDIUM,5.0,46.420979020979026,69.905
Austria,HAM,59.0,MEDIUM,6.0,46.420979020979026,69.792
Austria,HAM,60.0,MEDIUM,7.0,46.420979020979026,69.81
Austria,HAM,61.0,MEDIUM,8.0,46.420979020979026,69.562
Austria,HAM,62.0,MEDIUM,9.0,46.420979020979026,70.105
Austria,HAM,63.0,MEDIUM,10.0,46.420979020979026,69.637
Austria,HAM,64.0,MEDIUM,11.0,46.420979020979026,69.98
Austria,HAM,65.0,MEDIUM,12.0,46.420979020979026,74.506
Austria,HAM,67.0,MEDIUM,14.0,46.420979020979026,69.592
Austria,HAM,68.0,MEDIUM,15.0,46.420979020979026,69.86
Austria,HAM,69.0,MEDIUM,16.0,46.420979020979026,70.438
Austria,HAM,70.0,MEDIUM,17.0,46.420979020979026,70.645
Austria,HAM,71.0,MEDIUM,18.0,46.420979020979026,70.413
